,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
7264,25.0,0,3,31110.0,1,3,6325.0,3,8.9,0.2,4.0,587,1,0
7265,26.0,0,2,67197.0,5,3,6325.0,4,10.65,0.09,4.0,636,1,0
7266,22.0,1,1,73406.0,0,3,6325.0,0,7.51,0.09,3.0,642,1,0
7267,23.0,1,0,90157.0,0,3,6350.0,4,12.92,0.07,3.0,681,0,1
7268,26.0,1,1,39588.0,3,3,6375.0,0,10.74,0.16,2.0,671,1,0
7269,25.0,1,3,53822.0,4,3,6375.0,1,11.01,0.12,2.0,476,1,0
7270,23.0,0,4,63554.0,0,2,6000.0,1,10.75,0.09,4.0,580,1,0
7271,24.0,1,3,63299.0,2,0,4800.0,3,11.01,0.08,2.0,626,1,0
7272,25.0,1,3,22616.0,2,3,6500.0,3,11.01,0.29,3.0,649,0,1
7273,22.0,0,1,24993.0,0,3,6500.0,0,10.99,0.26,2.0,704,0,1
7274,24.0,1,4,63170.0,0,0,12000.0,1,13.85,0.19,4.0,715,0,0
7275,21.0,0,4,26038.0,0,3,6500.0,1,11.89,0.25,4.0,659,0,1
7276,22.0,0,4,63308.0,1,0,18000.0,3,9.88,0.28,4.0,598,0,0
7277,24.0,0,4,27134.0,1,3,6500.0,5,14.79,0.24,4.0,665,0,1
7278,24.0,1,1,63278.0,4,0,5000.0,3,14.22,0.08,2.0,568,1,0
7279,26.0,1,3,63389.0,6,0,10000.0,2,9.88,0.16,4.0,527,1,0
7280,26.0,0,2,63408.0,4,0,6500.0,4,6.76,0.1,4.0,648,0,0
7281,24.0,0,0,63581.0,2,2,4000.0,1,10.62,0.06,4.0,620,0,0
7282,26.0,0,1,63340.0,3,0,2500.0,2,14.59,0.04,4.0,596,1,0
7283,24.0,0,1,29691.0,1,3,6500.0,1,11.36,0.22,2.0,655,1,0
7284,22.0,0,0,63259.0,0,0,3900.0,5,7.51,0.06,3.0,625,0,0
7285,24.0,1,3,63085.0,1,0,7800.0,5,11.36,0.12,3.0,649,1,0
7286,24.0,1,0,63622.0,3,0,5000.0,4,10.99,0.08,3.0,581,1,0
7287,21.0,0,1,29554.0,0,3,6500.0,5,12.53,0.22,2.0,668,1,0
7288,26.0,1,1,31074.0,5,3,6500.0,3,14.09,0.21,2.0,703,0,1
7289,24.0,0,0,63163.0,2,0,3500.0,5,6.76,0.06,3.0,552,1,0
7290,22.0,1,0,63583.0,0,0,10000.0,1,7.88,0.16,3.0,651,1,0
7291,26.0,0,3,31744.0,4,3,6500.0,3,9.99,0.2,4.0,655,1,0
7292,24.0,1,3,63530.0,0,0,8400.0,5,10.99,0.13,4.0,563,1,0
7293,25.0,0,1,56206.0,3,2,19750.0,0,16.7,0.35,4.0,680,0,1
7294,22.0,0,3,56431.0,0,0,8000.0,3,12.53,0.14,3.0,553,0,1
7295,23.0,0,1,63018.0,1,2,10000.0,4,11.14,0.16,2.0,663,0,0
7296,24.0,1,4,63173.0,0,2,5000.0,4,7.4,0.08,2.0,616,1,0
7297,26.0,0,0,34551.0,3,3,6500.0,3,7.51,0.19,3.0,695,1,0
7298,24.0,0,3,37244.0,1,3,6500.0,5,10.99,0.17,3.0,589,1,0
7299,22.0,1,4,37220.0,0,3,6500.0,1,13.85,0.17,3.0,615,0,0
7300,22.0,0,1,63256.0,0,0,3000.0,0,7.05,0.05,2.0,683,1,0
7301,22.0,1,0,38563.0,0,3,6500.0,1,8.32,0.17,3.0,658,1,0
7302,26.0,0,4,39363.0,2,3,6500.0,3,14.22,0.17,2.0,666,1,0
7303,23.0,1,0,39718.0,0,3,6500.0,1,7.88,0.16,4.0,606,0,0
7304,22.0,1,1,39540.0,2,3,6500.0,4,11.83,0.16,2.0,603,1,0
7305,22.0,1,4,40545.0,1,3,6500.0,3,6.17,0.16,4.0,651,0,0
7306,23.0,0,1,40606.0,0,3,6500.0,1,7.51,0.16,2.0,661,1,0
7307,24.0,1,0,56092.0,1,0,15250.0,4,12.53,0.27,2.0,571,0,1
7308,25.0,0,0,43127.0,5,3,6500.0,3,12.68,0.15,2.0,559,1,0
7309,22.0,0,3,63400.0,0,0,4800.0,4,8.59,0.08,2.0,649,1,0
7310,21.0,0,1,63441.0,0,0,16000.0,1,12.87,0.25,4.0,604,1,0
7311,22.0,1,0,44217.0,0,3,6500.0,4,11.01,0.15,3.0,565,0,0
7312,26.0,0,1,56486.0,4,0,5000.0,1,19.16,0.09,3.0,675,0,1
7313,24.0,0,1,46361.0,2,3,6500.0,4,11.34,0.14,3.0,657,1,0
7314,26.0,1,4,63092.0,3,0,3600.0,1,11.89,0.06,2.0,627,1,0
7315,25.0,0,0,63690.0,0,0,6000.0,3,9.32,0.09,2.0,647,1,0
7316,26.0,1,0,63389.0,4,0,3000.0,4,9.63,0.05,3.0,637,1,0
7317,21.0,1,0,63289.0,0,0,7000.0,1,13.47,0.11,3.0,572,1,0
7318,23.0,1,3,63278.0,0,2,9250.0,3,13.16,0.15,3.0,545,1,0
7319,22.0,0,3,41844.0,0,3,6500.0,4,13.22,0.16,3.0,607,0,1
7320,26.0,0,0,63974.0,2,0,3600.0,0,10.51,0.06,3.0,629,0,0
7321,25.0,1,1,49005.0,3,3,6500.0,0,11.89,0.13,4.0,647,1,0
7322,26.0,0,1,48807.0,6,3,6500.0,5,11.01,0.13,4.0,694,0,0
7323,21.0,1,3,48967.0,0,3,6500.0,5,5.79,0.13,3.0,611,1,0
7324,24.0,0,4,63563.0,5,0,5000.0,4,8.32,0.08,2.0,671,0,0
7325,22.0,1,0,63632.0,2,0,6400.0,1,11.34,0.1,4.0,577,1,0
7326,22.0,0,0,43218.0,1,3,6500.0,2,15.95,0.15,2.0,640,0,1
7327,20.0,0,3,51391.0,0,3,6500.0,5,11.71,0.13,2.0,630,0,0
7328,25.0,1,4,51261.0,1,3,6500.0,3,13.49,0.13,3.0,660,1,0
7329,23.0,1,3,44370.0,5,3,6500.0,0,17.49,0.15,2.0,676,0,1
7330,22.0,1,1,51873.0,0,3,6500.0,1,5.99,0.13,2.0,667,1,0
7331,23.0,0,3,51565.0,5,3,6500.0,4,10.37,0.13,3.0,640,1,0
7332,25.0,0,3,64114.0,0,0,1750.0,2,11.89,0.03,2.0,626,1,0
7333,23.0,1,1,63857.0,2,0,7500.0,1,10.59,0.12,3.0,624,1,0
7334,21.0,1,1,52390.0,0,3,6500.0,1,12.73,0.12,3.0,613,1,0
7335,23.0,1,4,63492.0,0,0,4750.0,5,13.35,0.07,4.0,610,1,0
7336,23.0,0,0,54596.0,5,3,6500.0,5,10.96,0.12,3.0,676,1,0
7337,21.0,0,3,54847.0,0,3,6500.0,5,10.74,0.12,2.0,636,0,0
7338,26.0,0,4,55517.0,1,3,6500.0,3,10.99,0.12,4.0,661,1,0
7339,22.0,1,4,57007.0,0,0,15000.0,0,12.86,0.26,4.0,622,0,1
7340,23.0,0,1,63604.0,0,0,15000.0,5,16.49,0.24,2.0,611,0,0
7341,22.0,0,0,56560.0,0,0,9500.0,0,12.69,0.17,4.0,616,0,1
7342,22.0,1,1,63919.0,0,0,4000.0,0,10.65,0.06,4.0,537,0,0
7343,22.0,0,3,55065.0,0,3,6500.0,3,13.99,0.12,2.0,648,0,1
7344,22.0,0,4,64082.0,0,0,8000.0,0,15.23,0.12,3.0,589,0,0
7345,23.0,1,4,56660.0,0,0,5000.0,3,7.49,0.09,3.0,608,0,1
7346,22.0,0,0,64620.0,3,3,6500.0,1,10.65,0.1,4.0,612,1,0
7347,21.0,1,4,67757.0,0,3,6500.0,0,13.98,0.1,4.0,659,1,0
7348,22.0,1,0,71698.0,0,3,6500.0,1,10.95,0.09,3.0,667,1,0
7349,26.0,1,1,63978.0,4,0,15250.0,4,9.63,0.24,2.0,664,0,0
7350,25.0,0,0,63889.0,5,0,7000.0,2,5.79,0.11,4.0,660,0,0
7351,22.0,1,0,73167.0,0,3,6500.0,4,9.25,0.09,2.0,677,0,0
7352,25.0,1,1,63878.0,0,0,9000.0,0,7.88,0.14,4.0,602,1,0
7353,21.0,1,0,75542.0,0,3,6500.0,3,11.01,0.09,4.0,521,1,0
7354,22.0,1,1,76758.0,0,3,6500.0,0,11.86,0.08,2.0,672,0,0
7355,25.0,0,1,80156.0,5,3,6500.0,0,10.25,0.08,3.0,725,0,0
7356,22.0,0,0,64003.0,1,0,6400.0,4,14.54,0.1,4.0,643,0,0
7357,25.0,0,1,57073.0,2,0,2000.0,4,12.69,0.04,3.0,540,0,1
7358,23.0,0,1,84651.0,0,3,6500.0,5,13.23,0.08,3.0,624,1,0
7359,25.0,0,1,88007.0,3,3,6500.0,2,7.74,0.07,2.0,683,0,0
7360,24.0,1,4,88300.0,0,3,6500.0,0,11.01,0.07,4.0,703,1,0
7361,26.0,1,1,64097.0,2,0,4000.0,4,7.4,0.06,3.0,642,1,0
7362,22.0,1,1,63929.0,2,0,5000.0,1,9.63,0.08,4.0,607,0,0
7363,25.0,1,1,64325.0,3,0,11000.0,0,8.94,0.17,3.0,610,1,0
7364,24.0,1,1,64267.0,1,0,8000.0,2,9.38,0.12,2.0,619,1,0
7365,23.0,1,0,64659.0,0,0,8000.0,4,7.51,0.12,2.0,663,1,0
7366,25.0,0,3,90886.0,3,3,6500.0,1,13.57,0.07,2.0,598,1,0
7367,23.0,1,0,64109.0,0,0,2625.0,1,11.71,0.04,3.0,657,0,0
7368,23.0,0,1,97267.0,4,3,6500.0,5,7.51,0.07,3.0,670,0,0
7369,23.0,0,3,101741.0,1,3,6500.0,5,11.01,0.06,3.0,638,1,0
7370,25.0,0,0,101928.0,3,3,6500.0,1,11.89,0.06,4.0,613,1,0
7371,24.0,1,1,64270.0,2,0,3600.0,0,7.9,0.06,3.0,621,1,0
7372,25.0,1,3,103754.0,3,3,6500.0,0,12.98,0.06,4.0,633,1,0
7373,25.0,0,3,57142.0,2,0,6000.0,3,5.42,0.11,4.0,619,0,1
7374,22.0,0,1,64448.0,2,0,4000.0,5,10.99,0.06,2.0,684,1,0
7375,22.0,1,1,64360.0,2,2,4800.0,1,17.49,0.07,3.0,629,0,0
7376,24.0,0,0,111211.0,3,3,6500.0,1,9.88,0.06,3.0,595,0,0
7377,23.0,0,3,111352.0,0,3,6500.0,4,8.0,0.06,2.0,633,0,0
7378,22.0,1,4,64128.0,0,2,7000.0,3,6.99,0.11,4.0,579,1,0
7379,24.0,0,0,114911.0,1,3,6500.0,4,8.49,0.06,2.0,578,1,0
7380,26.0,1,0,64745.0,4,0,1925.0,3,6.76,0.03,4.0,698,1,0
7381,22.0,0,3,64513.0,0,0,7000.0,4,6.76,0.11,2.0,607,1,0
7382,24.0,0,1,64506.0,4,0,4000.0,1,7.88,0.06,4.0,536,1,0
7383,22.0,0,3,64559.0,0,0,6000.0,4,13.98,0.09,3.0,642,1,0
7384,22.0,0,4,57573.0,1,3,6550.0,5,10.65,0.11,2.0,686,0,0
7385,23.0,0,3,54998.0,0,3,6575.0,3,8.0,0.12,4.0,489,1,0
7386,24.0,1,1,104441.0,2,3,6575.0,1,6.99,0.06,3.0,567,1,0
7387,24.0,1,4,26741.0,1,3,6600.0,1,12.68,0.25,4.0,586,0,1
7388,26.0,0,4,57291.0,0,0,5000.0,3,12.87,0.09,4.0,671,0,1
7389,23.0,1,4,27124.0,0,3,6600.0,1,11.11,0.24,2.0,512,1,0
7390,26.0,0,3,35609.0,1,3,6600.0,1,11.01,0.19,3.0,642,0,0
7391,24.0,1,0,36878.0,4,3,6600.0,2,13.06,0.18,2.0,642,0,1
7392,22.0,1,3,37071.0,2,3,6600.0,3,10.33,0.18,2.0,641,0,0
7393,23.0,0,1,42595.0,0,3,6600.0,1,7.49,0.15,3.0,616,1,0
7394,26.0,0,4,43010.0,4,3,6600.0,3,8.59,0.15,4.0,638,0,0
7395,25.0,1,1,44788.0,0,3,6600.0,3,11.49,0.15,4.0,679,1,0
7396,25.0,1,3,64594.0,5,2,7200.0,2,9.91,0.11,3.0,620,1,0
7397,22.0,0,4,47824.0,3,3,6600.0,3,11.01,0.14,2.0,647,0,0
7398,25.0,1,4,64665.0,5,0,6000.0,2,6.62,0.09,3.0,681,0,0
7399,26.0,1,0,49975.0,3,3,6600.0,0,13.85,0.13,4.0,638,1,0
7400,26.0,0,0,50250.0,4,3,6600.0,0,8.0,0.13,2.0,605,1,0
7401,25.0,1,3,51350.0,7,3,6600.0,3,10.65,0.13,4.0,640,1,0
7402,22.0,0,1,51398.0,0,3,6600.0,3,16.89,0.13,3.0,608,0,1
7403,23.0,0,3,58800.0,2,3,6600.0,1,11.11,0.11,2.0,621,1,0
7404,26.0,0,4,64657.0,1,2,2500.0,2,9.91,0.04,2.0,647,0,0
7405,23.0,1,3,63481.0,1,3,6600.0,0,7.49,0.1,3.0,677,1,0
7406,24.0,1,4,64524.0,4,0,8000.0,2,6.03,0.12,2.0,652,0,0
7407,25.0,1,1,57482.0,5,0,12000.0,1,6.62,0.21,2.0,640,0,1
7408,22.0,1,1,64554.0,0,0,1000.0,0,15.27,0.02,4.0,626,1,0
7409,24.0,0,0,63305.0,0,3,6600.0,2,11.01,0.1,3.0,599,1,0
7410,21.0,0,0,64290.0,1,2,3000.0,3,7.51,0.05,4.0,492,1,0
7411,26.0,1,4,64333.0,4,0,11500.0,3,14.65,0.18,4.0,713,0,0
7412,26.0,0,3,65919.0,2,3,6600.0,4,11.97,0.1,4.0,601,0,0
7413,22.0,1,3,73248.0,0,3,6600.0,0,10.59,0.09,2.0,686,0,0
7414,25.0,0,0,64605.0,3,0,10800.0,5,7.51,0.17,2.0,627,1,0
7415,22.0,1,3,73212.0,0,3,6600.0,4,10.99,0.09,2.0,536,1,0
7416,26.0,0,1,64773.0,2,0,2800.0,2,6.03,0.04,4.0,678,0,0
7417,22.0,1,4,77509.0,0,3,6600.0,3,8.9,0.09,3.0,572,0,0
7418,26.0,0,4,64333.0,4,0,12000.0,5,5.99,0.19,4.0,592,1,0
7419,22.0,1,3,64798.0,0,0,5025.0,0,7.49,0.08,3.0,648,0,0
7420,23.0,0,0,85052.0,1,3,6600.0,5,12.84,0.08,3.0,646,1,0
7421,26.0,0,3,65007.0,7,2,6000.0,5,9.99,0.09,2.0,659,0,0
7422,25.0,0,1,117172.0,4,3,6600.0,5,11.01,0.06,2.0,646,0,0
7423,25.0,0,1,123079.0,3,3,6600.0,5,10.99,0.05,2.0,691,1,0
7424,25.0,1,3,64356.0,6,0,12375.0,5,13.49,0.19,3.0,619,0,0
7425,24.0,0,4,64562.0,0,0,15000.0,5,11.01,0.23,2.0,648,0,0
7426,22.0,1,4,64481.0,3,0,7350.0,5,14.79,0.11,4.0,672,1,0
7427,25.0,0,0,16991.0,2,3,6625.0,0,8.63,0.39,3.0,615,0,1
7428,23.0,1,3,21465.0,0,3,6625.0,1,6.03,0.31,3.0,595,0,1
7429,21.0,1,3,34659.0,0,3,6625.0,0,13.06,0.19,2.0,675,0,1
7430,22.0,1,3,57324.0,1,0,24000.0,3,10.37,0.42,4.0,646,0,1
7431,26.0,1,1,34887.0,3,3,6625.0,1,12.92,0.19,2.0,620,1,0
7432,24.0,1,1,64512.0,1,0,6850.0,5,6.92,0.11,2.0,706,1,0
7433,22.0,1,3,64285.0,0,0,5000.0,4,5.42,0.08,3.0,615,1,0
7434,24.0,1,1,61110.0,3,3,6625.0,3,11.22,0.11,2.0,673,1,0
7435,24.0,1,1,64560.0,1,0,10000.0,2,14.91,0.15,4.0,632,1,0
7436,24.0,1,0,69259.0,0,3,6625.0,5,11.22,0.1,4.0,636,0,0
7437,25.0,0,0,41519.0,3,3,6650.0,5,8.9,0.16,3.0,661,1,0
7438,24.0,0,3,68317.0,0,3,6650.0,5,12.69,0.1,2.0,622,0,0
7439,21.0,0,0,64263.0,0,0,18000.0,5,13.8,0.28,3.0,663,0,0
7440,22.0,0,0,88030.0,1,3,6650.0,4,11.01,0.08,4.0,667,1,0
7441,22.0,1,1,14840.0,1,3,6700.0,1,7.66,0.45,4.0,543,0,1
7442,21.0,1,1,26675.0,0,3,6700.0,0,6.92,0.25,4.0,550,0,1
7443,23.0,0,1,31075.0,2,3,6700.0,1,13.8,0.22,3.0,673,0,0
7444,22.0,1,1,64770.0,3,0,6600.0,5,14.46,0.1,4.0,686,1,0
7445,26.0,0,0,64553.0,5,0,8000.0,0,11.01,0.12,2.0,604,1,0
7446,22.0,1,1,34173.0,0,3,6700.0,5,15.31,0.2,3.0,696,0,1
7447,22.0,1,1,44175.0,0,3,6700.0,4,14.11,0.15,4.0,694,0,1
7448,22.0,1,1,64614.0,0,0,8000.0,5,16.82,0.12,4.0,557,1,0
7449,22.0,0,1,58689.0,0,3,6700.0,0,11.99,0.11,3.0,685,1,0
7450,22.0,0,3,87591.0,0,3,6700.0,4,13.47,0.08,3.0,645,1,0
7451,26.0,1,4,64699.0,4,0,8000.0,0,7.88,0.12,2.0,621,0,0
7452,23.0,1,3,103373.0,5,3,6700.0,3,15.23,0.06,2.0,623,0,0
7453,23.0,1,1,57255.0,0,0,16000.0,3,14.35,0.28,3.0,687,0,1
7454,22.0,1,1,64723.0,0,0,7750.0,0,7.14,0.12,4.0,636,1,0
7455,21.0,1,3,64804.0,0,2,14400.0,4,11.36,0.22,3.0,625,1,0
7456,22.0,1,0,64602.0,0,0,8000.0,4,16.07,0.12,4.0,584,0,0
7457,23.0,0,1,85359.0,0,3,6725.0,0,6.62,0.08,2.0,625,0,0
7458,26.0,1,0,50350.0,5,3,6750.0,1,5.99,0.13,3.0,511,1,0
7459,25.0,1,1,51288.0,3,3,6750.0,3,17.27,0.13,2.0,502,0,1
7460,25.0,0,3,91035.0,3,3,6775.0,5,7.9,0.07,4.0,661,0,0
7461,26.0,1,4,64860.0,3,2,16000.0,4,10.25,0.25,2.0,635,0,0
7462,24.0,1,4,64653.0,3,2,9800.0,2,7.51,0.15,4.0,644,0,0
7463,23.0,0,3,34106.0,0,3,6800.0,1,8.9,0.2,3.0,613,1,0
7464,22.0,0,0,64421.0,0,2,2250.0,5,10.62,0.03,3.0,599,1,0
7465,22.0,0,1,34358.0,2,3,6800.0,3,8.49,0.2,3.0,670,0,0
7466,24.0,0,1,64558.0,1,2,3350.0,3,6.76,0.05,2.0,708,1,0
7467,25.0,1,0,35579.0,0,3,6800.0,1,9.63,0.19,3.0,661,1,0
7468,22.0,0,0,35790.0,0,3,6800.0,5,10.59,0.19,2.0,608,0,0
7469,22.0,1,1,64923.0,1,0,10000.0,1,17.39,0.15,3.0,686,0,0
7470,24.0,1,4,37614.0,1,3,6800.0,1,20.0,0.18,3.0,612,0,1
7471,22.0,0,4,45295.0,0,3,6800.0,4,7.14,0.15,2.0,554,1,0
7472,22.0,0,1,64220.0,0,0,2500.0,1,7.4,0.04,3.0,639,1,0
7473,25.0,0,4,64677.0,4,0,10750.0,5,11.14,0.17,2.0,567,1,0
7474,25.0,1,3,64408.0,4,0,16000.0,3,12.53,0.25,2.0,603,1,0
7475,22.0,1,3,39160.0,0,3,6800.0,5,14.11,0.17,2.0,559,0,1
7476,24.0,0,0,46725.0,0,3,6800.0,4,7.68,0.15,3.0,573,1,0
7477,24.0,1,3,64710.0,1,0,7200.0,2,14.42,0.11,3.0,654,1,0
7478,22.0,1,3,50288.0,1,3,6800.0,4,11.59,0.14,2.0,652,1,0
7479,21.0,0,4,54920.0,0,3,6800.0,4,5.79,0.12,3.0,548,1,0
7480,24.0,0,0,64519.0,0,0,6400.0,1,13.67,0.1,2.0,640,1,0
7481,23.0,1,3,56174.0,0,3,6800.0,5,15.65,0.12,4.0,666,0,1
7482,23.0,0,3,57332.0,1,3,6800.0,2,10.65,0.12,2.0,535,0,1
7483,22.0,1,3,64968.0,0,0,4000.0,0,10.39,0.06,2.0,567,1,0
7484,26.0,0,1,64706.0,5,3,6800.0,1,9.91,0.11,4.0,593,1,0
7485,21.0,1,4,64492.0,1,0,12000.0,4,13.24,0.19,2.0,530,1,0
7486,24.0,0,3,64902.0,0,0,21000.0,5,10.65,0.32,4.0,681,1,0
7487,25.0,0,1,64752.0,1,0,4800.0,5,5.42,0.07,2.0,687,0,0
7488,26.0,1,1,64499.0,1,0,5000.0,0,10.0,0.08,4.0,624,1,0
7489,24.0,1,0,65812.0,1,3,6800.0,2,10.59,0.1,3.0,625,1,0
7490,23.0,0,3,64230.0,2,0,10000.0,4,5.79,0.16,3.0,646,1,0
7491,24.0,0,3,64551.0,5,0,2400.0,0,10.36,0.04,2.0,598,1,0
7492,25.0,1,0,64663.0,1,2,2000.0,1,10.75,0.03,4.0,683,1,0
7493,23.0,1,1,59147.0,1,3,6800.0,4,6.54,0.11,4.0,574,0,1
7494,22.0,1,0,64926.0,0,0,1500.0,1,13.79,0.02,2.0,672,0,0
7495,23.0,1,0,67156.0,0,3,6800.0,5,11.49,0.1,2.0,662,0,0
7496,22.0,1,3,67015.0,0,3,6800.0,1,11.99,0.1,2.0,623,1,0
7497,24.0,0,0,73058.0,3,3,6800.0,5,7.51,0.09,2.0,574,0,0
7498,22.0,1,1,79795.0,0,3,6800.0,4,10.37,0.09,3.0,603,1,0
7499,26.0,0,1,65106.0,4,2,13000.0,5,7.9,0.2,3.0,661,1,0
7500,25.0,1,1,82731.0,0,3,6800.0,0,8.49,0.08,4.0,617,1,0
7501,22.0,0,3,64656.0,0,0,6500.0,1,13.61,0.1,3.0,683,1,0
7502,23.0,1,4,57449.0,0,0,25000.0,3,7.49,0.44,3.0,705,0,1
7503,26.0,1,1,65079.0,3,0,4000.0,3,6.76,0.06,3.0,629,1,0
7504,23.0,0,1,64691.0,0,0,7000.0,0,7.49,0.11,3.0,573,1,0
7505,24.0,0,3,64796.0,3,0,13500.0,4,10.99,0.21,4.0,654,1,0
7506,25.0,1,3,85098.0,3,3,6800.0,2,5.42,0.08,2.0,618,1,0
7507,22.0,1,3,93312.0,0,3,6800.0,1,13.22,0.07,3.0,625,1,0
7508,25.0,0,4,116378.0,0,3,6500.0,3,14.61,0.06,2.0,655,0,1
7509,23.0,0,3,30638.0,0,3,6475.0,0,9.91,0.21,3.0,484,1,0
7510,25.0,1,3,64539.0,4,3,6475.0,4,10.59,0.1,4.0,652,1,0
7511,23.0,1,1,96701.0,2,3,6475.0,4,6.99,0.07,3.0,496,0,1
7512,26.0,1,0,58104.0,1,0,6000.0,2,14.61,0.1,3.0,672,0,1
7513,22.0,1,3,36054.0,0,3,6450.0,2,11.01,0.18,3.0,637,0,1
7514,26.0,0,3,65442.0,4,2,13600.0,1,10.99,0.21,4.0,698,1,0
7515,25.0,1,3,38245.0,3,3,6450.0,2,14.42,0.17,3.0,691,0,1
7516,25.0,0,1,65329.0,0,2,15000.0,1,6.03,0.23,3.0,589,1,0
7517,24.0,1,3,85055.0,2,3,6425.0,3,13.72,0.08,2.0,631,0,0
7518,23.0,0,0,65297.0,0,0,2000.0,0,9.62,0.03,4.0,590,0,0
7519,21.0,1,3,24786.0,0,3,6400.0,4,10.99,0.26,3.0,522,0,1
7520,22.0,0,4,29941.0,0,3,6400.0,1,11.01,0.21,3.0,552,0,0
7521,21.0,0,1,29507.0,0,3,6400.0,1,10.95,0.22,3.0,655,1,0
7522,23.0,0,4,30829.0,0,3,6400.0,1,12.84,0.21,3.0,636,0,0
7523,24.0,1,0,32793.0,0,3,6400.0,3,10.37,0.2,3.0,635,1,0
7524,24.0,1,0,34328.0,0,3,6400.0,5,14.75,0.19,2.0,619,0,0
7525,22.0,1,1,35930.0,3,3,6400.0,1,11.01,0.18,4.0,710,0,0
7526,25.0,1,0,35939.0,6,3,6400.0,2,16.29,0.18,2.0,511,0,1
7527,23.0,0,0,37183.0,0,3,6400.0,1,6.99,0.17,4.0,626,0,0
7528,26.0,1,1,65368.0,5,0,6000.0,4,7.88,0.09,2.0,612,1,0
7529,22.0,1,4,37042.0,1,3,6400.0,2,15.99,0.17,2.0,597,0,1
7530,23.0,1,4,36967.0,1,3,6400.0,5,11.01,0.17,3.0,641,1,0
7531,23.0,1,1,36909.0,0,3,6400.0,3,11.01,0.17,3.0,687,1,0
7532,23.0,0,1,65367.0,0,0,15000.0,1,10.75,0.23,4.0,657,1,0
7533,21.0,0,0,65121.0,0,0,16000.0,1,15.65,0.25,4.0,640,1,0
7534,22.0,1,1,37187.0,2,3,6400.0,0,16.0,0.17,3.0,596,0,1
7535,23.0,0,0,65666.0,0,0,8600.0,1,6.03,0.13,3.0,603,0,0
7536,25.0,1,4,65626.0,2,0,10750.0,2,5.79,0.16,2.0,667,1,0
7537,25.0,1,1,38067.0,4,3,6400.0,3,11.49,0.17,4.0,541,0,0
7538,26.0,0,1,38684.0,0,3,6400.0,5,7.51,0.17,3.0,615,0,0
7539,24.0,0,1,65602.0,2,0,6000.0,0,10.99,0.09,2.0,624,1,0
7540,23.0,1,0,58085.0,0,0,18000.0,3,10.95,0.31,3.0,609,0,1
7541,22.0,0,0,65917.0,1,0,6000.0,4,8.9,0.09,2.0,644,0,0
7542,22.0,1,0,38429.0,0,3,6400.0,3,9.32,0.17,4.0,642,1,0
7543,22.0,0,3,65391.0,0,0,11700.0,3,12.87,0.18,2.0,603,1,0
7544,21.0,0,4,65323.0,0,0,12000.0,0,10.0,0.18,2.0,597,1,0
7545,21.0,1,3,65526.0,0,0,2700.0,4,14.72,0.04,4.0,678,1,0
7546,22.0,1,1,65766.0,1,0,11500.0,5,5.99,0.17,4.0,634,1,0
7547,22.0,1,3,65826.0,0,2,6400.0,4,9.62,0.1,4.0,612,0,0
7548,23.0,1,0,65674.0,0,0,2000.0,1,10.74,0.03,3.0,637,1,0
7549,26.0,1,1,39182.0,4,3,6400.0,5,14.35,0.16,4.0,664,1,0
7550,22.0,0,3,65809.0,0,0,5000.0,3,6.03,0.08,2.0,619,1,0
7551,23.0,0,0,39117.0,0,3,6400.0,1,8.9,0.16,4.0,687,1,0
7552,24.0,0,1,40625.0,3,3,6400.0,3,9.99,0.16,2.0,605,0,0
7553,26.0,0,3,42121.0,8,3,6400.0,2,17.49,0.15,3.0,553,0,1
7554,26.0,0,3,66035.0,1,0,5000.0,1,6.62,0.08,2.0,646,0,0
7555,21.0,1,0,43208.0,0,3,6400.0,3,12.69,0.15,4.0,672,0,0
7556,22.0,1,3,35804.0,2,3,6400.0,0,15.95,0.18,4.0,676,0,1
7557,22.0,1,1,66151.0,0,0,15750.0,4,6.62,0.24,4.0,662,1,0
7558,23.0,1,1,42831.0,0,3,6400.0,1,11.01,0.15,4.0,633,1,0
7559,26.0,0,0,65931.0,5,0,9600.0,4,6.62,0.15,3.0,590,1,0
7560,23.0,0,3,65963.0,2,0,4800.0,1,12.42,0.07,2.0,621,1,0
7561,26.0,1,0,44495.0,3,3,6400.0,3,5.99,0.14,3.0,644,1,0
7562,23.0,0,0,45302.0,2,3,6400.0,0,11.01,0.14,4.0,650,1,0
7563,23.0,1,1,65487.0,0,0,6000.0,3,6.03,0.09,4.0,642,0,0
7564,26.0,1,0,46166.0,2,3,6400.0,4,9.88,0.14,2.0,618,0,0
7565,23.0,1,3,65597.0,2,0,7000.0,5,6.62,0.11,3.0,635,1,0
7566,25.0,1,3,65881.0,3,2,15000.0,1,11.01,0.23,4.0,640,0,0
7567,22.0,0,0,65809.0,1,0,7000.0,3,10.65,0.11,4.0,679,0,0
7568,23.0,0,1,65724.0,3,0,8500.0,5,12.42,0.13,2.0,592,0,0
7569,25.0,0,3,46520.0,0,3,6400.0,5,7.88,0.14,3.0,608,1,0
7570,24.0,1,4,48410.0,5,3,6400.0,4,10.36,0.13,2.0,619,1,0
7571,25.0,1,1,50859.0,0,3,6400.0,3,14.79,0.13,3.0,614,1,0
